employeeid,age,gender,department,jobrole,monthlyincome,yearsatcompany,distancefromhome,overtime,martialstatus,educationfield,jobsatisfaction,environmentstatiafaction,attrition
319,36,Female,Finance,Accountant,6337,9,37,Yes,Divorced,Life Sciences,2,1,Yes
320,32,Male,Human Resources,HR Manager,2445,0,22,Yes,Single,Marketing,4,2,No
321,23,Male,Research & Development,Data Analyst,7002,4,17,No,Single,Life Sciences,4,1,No
322,18,Male,Sales,Account Manager,2196,0,27,Yes,Married,Technical Degree,4,4,No
323,42,Female,Human Resources,HR Manager,4922,5,11,Yes,Single,Life Sciences,4,2,No
324,24,Male,Human Resources,Recruiter,3934,0,25,Yes,Divorced,Life Sciences,3,2,No
325,56,Female,Sales,Sales Representative,6085,5,11,No,Single,Life Sciences,1,4,Yes
326,44,Male,Research & Development,Research Scientist,8601,13,16,No,Single,Technical Degree,3,3,No
327,21,Female,Finance,Financial Analyst,3422,3,6,No,Divorced,Other,1,4,No
328,31,Male,Sales,Sales Executive,7321,13,31,Yes,Married,Technical Degree,3,1,No
329,23,Female,Operations,Operations Manager,5221,5,25,No,Single,Technical Degree,2,3,Yes
330,34,Male,Finance,Accountant,5326,6,10,Yes,Single,Marketing,3,1,No
331,32,Female,Finance,Finance Manager,4093,3,35,Yes,Divorced,Medical,4,4,No
332,20,Male,Sales,Sales Representative,3847,2,12,Yes,Single,Medical,1,4,Yes
333,45,Male,Finance,Financial Analyst,4877,3,21,Yes,Single,Technical Degree,2,3,No
334,35,Female,IT,System Administrator,6804,4,8,No,Single,Medical,1,4,No
335,24,Female,IT,Software Engineer,5309,0,27,Yes,Married,Technical Degree,3,3,No
336,29,Female,Finance,Financial Analyst,4011,10,40,No,Single,Technical Degree,4,2,No
337,33,Male,Human Resources,HR Manager,4554,4,24,Yes,Married,Marketing,4,3,No
338,24,Female,Finance,Finance Manager,3066,0,29,Yes,Married,Technical Degree,2,3,No
339,46,Female,Sales,Sales Executive,6352,1,34,Yes,Single,Other,4,4,No
340,50,Male,Sales,Sales Representative,7775,9,12,No,Single,Life Sciences,2,1,No
341,41,Female,Finance,Financial Analyst,4645,8,30,Yes,Divorced,Life Sciences,3,3,No
342,49,Female,Research & Development,Laboratory Technician,5337,3,38,No,Married,Medical,2,4,No
343,23,Male,Human Resources,HR Manager,5105,1,4,No,Divorced,Medical,1,4,No
344,31,Female,Operations,Operations Analyst,4800,5,1,No,Single,Medical,4,1,No
345,34,Female,Sales,Sales Executive,6533,8,25,No,Married,Marketing,3,4,No
346,51,Female,Human Resources,HR Manager,6391,4,33,No,Divorced,Other,1,1,No
347,24,Female,Human Resources,HR Manager,4989,1,18,No,Married,Marketing,1,3,No
348,30,Female,Operations,Operations Manager,5628,8,39,Yes,Divorced,Marketing,2,1,No
349,59,Female,Operations,Operations Analyst,4248,7,27,No,Married,Life Sciences,3,3,No
350,39,Female,IT,Software Engineer,6028,9,33,Yes,Single,Other,4,3,Yes
351,26,Male,Sales,Sales Representative,6008,3,6,No,Married,Medical,2,3,No
352,39,Male,Human Resources,Recruiter,3059,3,30,No,Married,Life Sciences,3,3,No
353,57,Male,IT,BI Analyst,4727,0,33,Yes,Divorced,Technical Degree,4,2,No
354,27,Female,Finance,Financial Analyst,6105,0,27,Yes,Single,Marketing,2,3,No
355,49,Male,Research & Development,Research Scientist,6035,0,4,No,Married,Marketing,2,3,Yes
356,28,Female,Research & Development,Data Analyst,5383,6,40,No,Divorced,Technical Degree,1,2,No
357,18,Female,Finance,Accountant,4478,0,1,Yes,Divorced,Medical,2,3,Yes
358,33,Male,Sales,Account Manager,6573,5,9,Yes,Married,Other,3,3,No
359,20,Female,Research & Development,Research Scientist,4680,2,34,No,Married,Medical,3,4,No
360,30,Male,Finance,Accountant,4931,4,15,Yes,Divorced,Medical,4,1,No
361,50,Female,Sales,Account Manager,3697,7,3,Yes,Divorced,Marketing,1,3,No
362,56,Male,IT,Software Engineer,4891,0,4,Yes,Married,Technical Degree,1,1,No
363,48,Female,IT,System Administrator,5279,6,20,Yes,Divorced,Life Sciences,2,1,No
364,56,Male,Human Resources,HR Manager,5917,6,33,Yes,Married,Life Sciences,4,1,No
365,56,Female,Finance,Financial Analyst,3816,3,23,Yes,Married,Medical,3,2,Yes
366,48,Male,Finance,Financial Analyst,4325,6,1,No,Single,Other,2,1,No
367,50,Female,Research & Development,Research Scientist,3706,7,15,Yes,Married,Marketing,1,3,No
368,20,Male,Sales,Sales Executive,5067,2,28,No,Single,Life Sciences,3,3,Yes
369,59,Female,Research & Development,Data Analyst,6929,7,29,Yes,Divorced,Life Sciences,3,3,No
370,25,Female,Human Resources,HR Executive,6967,7,18,No,Divorced,Technical Degree,4,4,No
371,25,Female,Operations,Operations Analyst,2464,0,7,Yes,Divorced,Technical Degree,1,2,No
372,29,Female,Operations,Operations Manager,4781,3,9,No,Married,Life Sciences,3,1,No
373,22,Male,Finance,Financial Analyst,4129,4,34,No,Divorced,Marketing,3,1,No
374,57,Female,Operations,Coordinator,4593,6,31,Yes,Divorced,Technical Degree,4,2,Yes
375,21,Male,IT,BI Analyst,3062,3,32,Yes,Single,Technical Degree,2,4,Yes
376,21,Male,Human Resources,Recruiter,2877,2,16,Yes,Married,Technical Degree,4,4,No
377,49,Male,Finance,Financial Analyst,5764,2,32,No,Single,Technical Degree,3,1,No
378,18,Female,IT,BI Analyst,7158,0,30,Yes,Married,Life Sciences,3,2,No
379,53,Male,Finance,Accountant,5971,7,8,No,Divorced,Medical,3,4,Yes
380,36,Female,Human Resources,HR Manager,5340,2,11,No,Single,Technical Degree,1,1,Yes
381,30,Male,IT,Software Engineer,4896,3,30,Yes,Divorced,Marketing,4,2,Yes
382,58,Male,Finance,Financial Analyst,7884,16,38,Yes,Married,Life Sciences,4,4,No
383,45,Male,Sales,Account Manager,5656,10,9,No,Married,Other,2,2,No
384,42,Female,Human Resources,HR Manager,7374,5,26,No,Married,Technical Degree,2,3,No
385,56,Male,Research & Development,Laboratory Technician,6924,3,13,No,Divorced,Marketing,3,2,No
386,59,Female,Operations,Operations Analyst,5325,8,23,Yes,Divorced,Other,3,1,No
387,52,Male,Operations,Operations Manager,7167,8,34,No,Single,Technical Degree,4,1,No
388,30,Male,Operations,Operations Analyst,4115,8,17,No,Single,Marketing,2,3,No
389,40,Female,IT,Software Engineer,4452,3,36,No,Single,Other,1,2,No
390,60,Female,Operations,Operations Manager,5994,5,27,Yes,Divorced,Life Sciences,4,4,Yes
391,57,Male,Human Resources,HR Executive,3897,6,38,No,Divorced,Medical,2,3,No
392,22,Male,Research & Development,Data Analyst,5732,4,25,Yes,Married,Marketing,2,1,No
393,55,Male,Research & Development,Research Scientist,7296,8,30,No,Single,Medical,1,3,No
394,58,Female,IT,Software Engineer,6801,9,5,No,Divorced,Medical,4,3,No
395,50,Female,IT,Software Engineer,3256,5,6,Yes,Single,Medical,4,4,No
396,36,Female,Human Resources,Recruiter,5999,7,8,Yes,Married,Medical,4,1,No
397,33,Female,IT,BI Analyst,4217,7,8,Yes,Married,Other,3,4,No
398,41,Male,Sales,Account Manager,5513,1,19,No,Married,Other,4,1,Yes
399,52,Female,Sales,Sales Executive,6067,5,14,Yes,Single,Medical,1,2,No
400,45,Female,Operations,Coordinator,5535,6,30,Yes,Single,Life Sciences,2,1,Yes
401,53,Female,Research & Development,Laboratory Technician,5630,9,27,Yes,Married,Technical Degree,2,3,No
402,25,Female,Sales,Sales Representative,4945,6,5,Yes,Divorced,Life Sciences,1,1,No
403,56,Female,Operations,Operations Manager,4628,4,25,Yes,Divorced,Life Sciences,3,4,No
404,26,Female,IT,Software Engineer,4925,6,20,No,Single,Other,3,2,No
405,20,Male,Research & Development,Research Scientist,3426,2,20,Yes,Divorced,Marketing,4,1,Yes
406,27,Female,Operations,Coordinator,4722,5,40,Yes,Single,Life Sciences,2,2,Yes
407,53,Female,IT,Software Engineer,6985,11,5,No,Single,Medical,1,3,No
408,40,Male,Finance,Accountant,4717,10,19,Yes,Single,Marketing,2,1,No
409,60,Female,Human Resources,HR Manager,6817,7,21,No,Single,Life Sciences,2,3,No
410,59,Female,Research & Development,Data Analyst,6778,6,9,No,Married,Technical Degree,3,3,No
411,53,Male,Human Resources,Recruiter,6441,3,18,Yes,Divorced,Medical,2,1,Yes
412,22,Male,Operations,Operations Analyst,4564,4,38,Yes,Single,Other,1,4,Yes
413,59,Female,IT,System Administrator,6744,4,15,Yes,Single,Technical Degree,3,4,No
414,41,Male,Sales,Sales Representative,6372,12,33,Yes,Married,Medical,2,2,Yes
415,27,Female,IT,BI Analyst,4661,4,15,No,Single,Life Sciences,3,1,No
416,60,Female,Research & Development,Research Scientist,2897,0,31,Yes,Single,Life Sciences,3,4,No
417,51,Female,Human Resources,HR Executive,3328,1,25,No,Married,Other,3,2,No
418,34,Female,Sales,Account Manager,5531,5,23,No,Married,Technical Degree,2,4,No
419,26,Female,Sales,Account Manager,4801,8,5,No,Single,Medical,2,2,No
420,25,Female,Human Resources,HR Manager,5493,7,8,Yes,Divorced,Technical Degree,4,3,No
421,59,Male,IT,Software Engineer,6059,5,3,No,Divorced,Other,1,2,No
422,20,Male,Operations,Coordinator,4708,1,17,Yes,Divorced,Technical Degree,1,2,No
423,19,Female,IT,BI Analyst,4840,1,29,No,Married,Medical,1,2,No
424,27,Female,Finance,Finance Manager,8696,7,22,Yes,Divorced,Other,3,2,Yes
425,26,Female,Finance,Accountant,4112,3,34,Yes,Single,Other,1,2,Yes
426,56,Male,Finance,Finance Manager,4083,3,31,Yes,Divorced,Other,1,1,No
427,45,Female,Operations,Coordinator,6176,3,34,No,Single,Technical Degree,3,1,No
428,55,Female,Finance,Accountant,6065,11,17,Yes,Single,Life Sciences,4,2,No
429,34,Male,IT,System Administrator,5065,2,37,Yes,Divorced,Life Sciences,1,1,No
430,38,Female,Research & Development,Data Analyst,5509,3,10,No,Divorced,Other,3,1,No
431,54,Female,IT,System Administrator,3681,6,14,No,Divorced,Other,3,4,No
432,53,Female,Human Resources,HR Manager,9155,12,37,No,Divorced,Technical Degree,3,3,No
433,32,Female,Operations,Operations Analyst,4284,3,14,No,Married,Other,2,1,No
434,21,Male,Operations,Coordinator,5151,3,6,Yes,Married,Other,4,1,No
435,32,Female,Sales,Sales Representative,8412,8,25,No,Divorced,Other,1,1,No
436,29,Female,IT,Software Engineer,4292,5,13,No,Single,Life Sciences,4,1,No
437,32,Male,IT,BI Analyst,3122,0,16,Yes,Single,Life Sciences,1,3,No
438,60,Male,Finance,Accountant,7403,5,34,No,Divorced,Life Sciences,4,2,No
439,53,Male,IT,System Administrator,5018,3,15,No,Married,Technical Degree,3,3,No
440,44,Male,Human Resources,HR Executive,6676,5,22,Yes,Divorced,Marketing,1,3,No
441,46,Female,IT,System Administrator,7362,16,22,No,Divorced,Technical Degree,4,2,No
442,25,Male,Sales,Sales Representative,6252,4,15,No,Married,Technical Degree,1,4,No
443,18,Female,IT,BI Analyst,6216,0,6,No,Divorced,Marketing,2,3,Yes
444,38,Male,Research & Development,Laboratory Technician,5568,8,12,No,Married,Medical,2,3,No
445,31,Female,Research & Development,Laboratory Technician,7330,8,40,Yes,Single,Life Sciences,2,2,Yes
446,60,Female,Sales,Account Manager,6858,9,31,No,Divorced,Marketing,1,1,No
447,49,Male,IT,System Administrator,7903,10,15,Yes,Single,Other,3,4,No
448,20,Male,Finance,Finance Manager,5278,2,30,No,Divorced,Other,4,2,No
449,18,Female,Operations,Operations Analyst,4176,0,21,Yes,Divorced,Marketing,4,1,Yes
450,35,Female,Human Resources,HR Executive,5519,10,12,No,Married,Medical,3,3,No
451,43,Male,Human Resources,Recruiter,5277,7,37,No,Divorced,Medical,4,2,No
452,33,Male,Operations,Operations Manager,7034,6,10,No,Married,Life Sciences,4,2,No
453,58,Male,Finance,Financial Analyst,5555,6,17,No,Married,Life Sciences,4,3,No
454,34,Female,Sales,Sales Executive,4895,0,22,No,Married,Marketing,1,4,No
455,19,Male,Human Resources,Recruiter,6845,1,39,No,Divorced,Other,1,3,No
456,36,Male,IT,Software Engineer,5262,4,29,No,Married,Other,3,4,No
457,28,Male,Operations,Operations Analyst,7392,6,5,No,Single,Marketing,4,4,No
458,36,Female,Human Resources,HR Manager,5584,5,29,No,Divorced,Other,4,3,No
459,28,Female,Finance,Accountant,6223,8,16,Yes,Divorced,Life Sciences,1,2,Yes
460,24,Female,Finance,Financial Analyst,5232,4,2,Yes,Divorced,Life Sciences,4,1,Yes
461,23,Female,IT,Software Engineer,4018,5,16,No,Married,Medical,3,2,No
462,20,Female,Research & Development,Research Scientist,3659,2,30,No,Divorced,Technical Degree,3,4,No
463,29,Female,Operations,Coordinator,4672,10,23,No,Divorced,Medical,4,3,No
464,41,Male,Finance,Accountant,5202,3,20,No,Single,Other,3,2,No
465,36,Female,Research & Development,Laboratory Technician,6921,12,31,No,Single,Technical Degree,1,4,No
466,18,Female,IT,Software Engineer,6257,0,36,No,Married,Medical,2,4,Yes
467,42,Female,Operations,Coordinator,1500,0,6,No,Divorced,Medical,2,3,No
468,35,Male,IT,BI Analyst,5147,7,13,No,Single,Medical,3,4,No
469,57,Female,Operations,Operations Manager,5100,1,13,No,Single,Medical,3,4,Yes
470,29,Female,IT,Software Engineer,4823,6,9,Yes,Divorced,Life Sciences,3,3,No
471,49,Female,Research & Development,Research Scientist,5046,0,20,Yes,Married,Technical Degree,3,4,No
472,23,Male,Sales,Sales Representative,5130,5,26,Yes,Divorced,Technical Degree,1,3,Yes
473,18,Male,Human Resources,Recruiter,2715,0,29,Yes,Divorced,Life Sciences,2,4,Yes
474,51,Female,Operations,Operations Analyst,3169,0,20,Yes,Single,Life Sciences,4,4,No
475,25,Female,IT,BI Analyst,5542,5,13,No,Single,Medical,4,3,No
476,45,Male,Research & Development,Data Analyst,5672,5,18,No,Married,Medical,1,2,Yes
477,48,Male,Sales,Account Manager,5732,0,16,Yes,Married,Life Sciences,3,1,No
478,21,Male,Human Resources,HR Manager,6090,3,35,Yes,Single,Technical Degree,3,2,No
479,40,Female,IT,BI Analyst,6298,7,25,No,Divorced,Medical,2,1,No
480,46,Male,Sales,Sales Representative,6537,8,37,No,Divorced,Marketing,4,2,No
481,56,Female,Finance,Accountant,7594,8,29,Yes,Married,Other,1,2,No
482,50,Female,Sales,Account Manager,6350,6,40,No,Divorced,Medical,2,1,No
483,52,Male,Sales,Account Manager,6978,5,36,No,Divorced,Marketing,2,4,No
484,25,Male,Operations,Operations Manager,6911,3,9,Yes,Single,Medical,1,1,Yes
485,20,Female,Research & Development,Research Scientist,2783,2,4,No,Single,Other,4,3,No
486,59,Female,Sales,Sales Executive,4682,6,4,No,Divorced,Technical Degree,1,4,No
487,57,Male,Operations,Operations Analyst,5466,9,20,No,Single,Other,1,1,Yes
488,52,Male,Operations,Operations Analyst,2732,4,34,No,Divorced,Medical,2,2,No
489,24,Male,IT,System Administrator,2091,4,7,No,Single,Other,4,4,No
490,28,Female,Human Resources,HR Manager,4912,0,36,No,Married,Technical Degree,3,3,No
491,38,Female,Finance,Finance Manager,6760,9,36,Yes,Married,Technical Degree,2,4,No
492,20,Male,Finance,Financial Analyst,4442,2,20,No,Married,Medical,1,2,No
493,35,Female,Human Resources,HR Executive,3859,5,30,Yes,Single,Medical,1,1,Yes
494,32,Female,IT,Software Engineer,8052,12,37,No,Divorced,Medical,3,1,No
495,48,Female,Operations,Operations Manager,5282,5,39,Yes,Single,Other,4,1,No
496,40,Male,Sales,Sales Representative,3049,6,15,No,Divorced,Technical Degree,4,1,Yes
497,38,Male,IT,Software Engineer,4431,5,10,Yes,Divorced,Technical Degree,3,2,No
498,50,Female,IT,BI Analyst,3912,1,19,Yes,Single,Medical,2,4,No
499,21,Female,Finance,Finance Manager,5519,3,26,No,Divorced,Medical,3,1,No
500,30,Male,Finance,Finance Manager,5437,3,36,No,Single,Life Sciences,4,2,No
501,54,Female,Finance,Accountant,7859,11,28,Yes,Married,Medical,1,4,No
502,19,Female,IT,BI Analyst,3473,1,40,No,Divorced,Medical,2,3,No
503,41,Male,Research & Development,Research Scientist,6472,8,4,Yes,Divorced,Medical,1,1,No
504,39,Male,Human Resources,HR Executive,7012,9,31,Yes,Married,Medical,3,4,No
505,52,Female,Research & Development,Research Scientist,5857,10,2,No,Divorced,Other,4,2,Yes
506,36,Male,Research & Development,Research Scientist,6987,11,30,Yes,Single,Technical Degree,3,1,No
507,41,Male,Operations,Coordinator,6672,14,25,Yes,Married,Other,1,3,No
508,49,Female,Sales,Sales Representative,7237,12,33,Yes,Divorced,Life Sciences,2,2,Yes
509,39,Female,IT,System Administrator,4169,3,2,No,Divorced,Marketing,4,2,No
510,50,Male,Human Resources,HR Executive,5508,4,25,No,Divorced,Marketing,1,3,No
511,60,Male,Human Resources,Recruiter,5311,8,34,Yes,Married,Medical,1,4,No
512,56,Male,Finance,Accountant,7820,5,14,No,Divorced,Other,4,2,No
513,37,Male,Research & Development,Research Scientist,7523,12,37,Yes,Married,Life Sciences,4,2,No
514,29,Female,Operations,Operations Analyst,5644,6,21,No,Married,Marketing,2,1,No
515,35,Male,Operations,Coordinator,4772,8,9,Yes,Single,Other,2,1,No
516,57,Female,IT,BI Analyst,2997,4,2,Yes,Single,Technical Degree,2,2,Yes
517,59,Female,IT,System Administrator,6526,7,32,No,Single,Medical,2,4,No
518,18,Male,Sales,Sales Representative,5888,0,13,No,Single,Medical,4,2,No
519,49,Female,Finance,Finance Manager,2492,1,28,No,Single,Other,4,2,No
520,38,Female,Finance,Finance Manager,6756,6,29,No,Single,Medical,1,1,No
521,20,Female,Finance,Finance Manager,3949,2,19,No,Married,Marketing,1,2,No
522,28,Male,Human Resources,Recruiter,6453,10,34,No,Married,Technical Degree,3,1,No
523,29,Female,IT,Software Engineer,6310,5,21,Yes,Single,Medical,4,4,No
524,47,Male,Operations,Operations Analyst,4108,8,11,Yes,Single,Life Sciences,3,3,No
525,23,Female,Operations,Operations Manager,6906,5,36,No,Single,Medical,2,4,No
526,27,Female,IT,BI Analyst,5224,3,4,Yes,Married,Marketing,2,2,No
527,58,Male,Finance,Accountant,6062,7,13,Yes,Divorced,Marketing,1,2,Yes
528,52,Female,Finance,Accountant,3944,3,14,Yes,Married,Technical Degree,4,2,No
529,18,Male,IT,BI Analyst,5407,0,4,Yes,Single,Life Sciences,3,2,No
530,20,Male,Sales,Sales Executive,4055,2,4,No,Married,Medical,3,1,No
531,60,Male,Human Resources,HR Manager,2831,9,3,Yes,Married,Marketing,4,3,No
532,45,Male,Finance,Financial Analyst,4412,10,9,Yes,Divorced,Marketing,3,4,No
533,31,Male,Finance,Finance Manager,3656,4,37,Yes,Married,Other,1,1,No
534,45,Female,Operations,Operations Manager,5392,0,9,No,Divorced,Technical Degree,3,3,No
535,32,Male,Research & Development,Data Analyst,5415,4,8,No,Married,Life Sciences,2,1,No
536,44,Male,Research & Development,Data Analyst,5822,5,23,No,Single,Medical,1,3,No
537,37,Female,Human Resources,HR Executive,3960,6,8,No,Married,Technical Degree,3,1,No
538,29,Female,IT,Software Engineer,5657,9,31,Yes,Single,Medical,3,3,No
539,52,Female,Operations,Operations Manager,3486,0,4,No,Divorced,Marketing,4,4,No
540,54,Female,Sales,Sales Executive,8020,12,10,No,Single,Marketing,3,1,No
541,28,Female,Operations,Coordinator,4580,4,20,No,Divorced,Life Sciences,2,1,No
542,33,Female,Sales,Sales Representative,7492,4,14,No,Single,Life Sciences,4,3,No
543,23,Male,Sales,Sales Executive,5766,5,33,No,Single,Marketing,1,4,No
544,37,Male,Operations,Coordinator,6786,10,34,No,Single,Life Sciences,2,1,No
545,25,Male,Operations,Coordinator,4764,4,39,Yes,Married,Technical Degree,3,1,No
546,60,Female,Sales,Account Manager,5205,5,14,No,Single,Medical,1,3,No
547,46,Female,IT,System Administrator,6062,8,11,Yes,Single,Life Sciences,3,2,No
548,24,Male,IT,BI Analyst,5403,6,18,Yes,Divorced,Marketing,3,3,No
549,37,Male,Research & Development,Research Scientist,3102,6,9,No,Married,Life Sciences,4,1,Yes
550,45,Female,Sales,Sales Executive,6665,9,40,No,Married,Marketing,2,4,No
551,52,Female,Operations,Coordinator,2774,9,6,Yes,Single,Technical Degree,4,2,No
552,47,Female,Operations,Coordinator,7332,14,10,No,Married,Technical Degree,2,2,No
553,38,Female,Operations,Operations Manager,5252,10,5,No,Single,Marketing,4,1,No
554,40,Female,Research & Development,Laboratory Technician,4735,8,7,Yes,Divorced,Life Sciences,1,4,No
555,43,Male,IT,System Administrator,7046,3,36,No,Married,Technical Degree,2,2,Yes
556,55,Male,Research & Development,Data Analyst,5510,5,35,No,Single,Life Sciences,4,3,No
557,49,Male,Operations,Coordinator,6844,9,36,Yes,Married,Medical,4,3,No
558,56,Male,Finance,Financial Analyst,5937,6,32,Yes,Single,Medical,4,3,No
559,18,Female,IT,BI Analyst,3930,0,35,Yes,Married,Other,2,4,No
560,38,Male,Research & Development,Research Scientist,6760,6,23,No,Divorced,Life Sciences,3,4,No
561,26,Male,IT,System Administrator,7424,8,36,No,Single,Other,1,3,No
562,36,Female,Human Resources,HR Executive,4628,8,38,Yes,Divorced,Marketing,2,4,No
563,45,Male,Finance,Accountant,5624,12,9,Yes,Divorced,Technical Degree,2,4,No
564,27,Male,Human Resources,Recruiter,4844,7,1,No,Divorced,Life Sciences,2,2,Yes
565,45,Female,Finance,Finance Manager,5644,5,27,Yes,Divorced,Other,1,2,No
566,47,Male,IT,Software Engineer,6256,7,23,No,Single,Technical Degree,4,4,No
567,33,Male,IT,System Administrator,7544,12,3,No,Divorced,Technical Degree,4,3,No
568,48,Male,Sales,Account Manager,6406,5,30,Yes,Divorced,Other,2,3,Yes
